Student_ID,Name,Age_teen,Gender_teen,Country_teen,School_Grade,Avg_Daily_Usage_Hours_teen,Sleep_Hours_Per_Night_teen,Affects_Academic_Performance_teen,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addicted_Score_teen,Age_social,Gender_social,Academic_Level,Country_social,Avg_Daily_Usage_Hours_social,Most_Used_Platform,Affects_Academic_Performance_social,Sleep_Hours_Per_Night_social,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score_social
640,Debbie Small,13,Female,East Brian,11th,8.8,7.7,62,5,1.7,8,6,3,1,0.6,34,18,3.2,1.2,1.5,Gaming,6,5.6,10.0,20,Male,Undergraduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,Medium
641,Angela Chandler,14,Other,Port Emilyside,10th,1.0,5.9,74,4,1.7,10,6,8,1,1.1,92,20,1.9,2.8,1.7,Social Media,2,5.0,8.6,22,Female,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,High
642,Russell Booker,18,Female,West Jenniferchester,8th,5.7,6.2,52,9,1.3,2,8,10,1,1.9,82,5,2.3,1.8,0.7,Gaming,9,4.1,9.3,19,Male,Undergraduate,India,7.2,TikTok,Yes,5.7,4,Single,5,High
643,Jeffery Thomas,18,Female,East Melissafurt,7th,5.4,7.0,90,9,0.2,10,10,1,1,1.3,47,17,4.7,1.0,0.8,Gaming,6,9.5,10.0,24,Female,Graduate,Switzerland,4.6,Facebook,No,7.2,7,In Relationship,2,Medium
644,Christopher Miller,13,Female,North Ruben,10th,4.4,7.6,69,4,1.8,2,7,10,1,2.4,73,17,2.7,1.7,0.0,Browsing,2,3.3,9.9,21,Male,Undergraduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,High
645,Terry Walker,14,Male,New Michael,10th,6.3,4.4,52,6,0.6,2,1,5,1,0.7,74,7,2.8,1.0,1.5,Browsing,2,6.9,10.0,23,Female,Graduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,High
646,Alex Martin,17,Female,Christopherton,12th,7.8,4.6,56,0,1.5,6,10,9,1,0.6,126,6,0.9,2.1,0.9,Other,4,8.2,10.0,22,Male,Graduate,Mexico,6.3,Facebook,Yes,6.2,5,Single,4,High
647,Caleb Garrett,18,Female,West Morgan,8th,2.9,4.9,84,5,0.3,5,1,7,0,1.6,74,9,1.9,1.4,0.8,Other,3,8.8,7.0,20,Female,Undergraduate,France,4.8,Instagram,No,7.1,7,In Relationship,2,Medium
648,Donald Horne,16,Female,Lake Jonathan,11th,4.1,6.7,82,0,0.6,8,6,1,0,1.3,150,6,1.6,0.5,0.2,Social Media,6,3.4,7.0,23,Male,Graduate,Canada,5.7,TikTok,Yes,6.6,6,Single,3,High
649,Sandra Barton,17,Female,Port Lisamouth,12th,5.5,5.5,62,8,0.8,9,4,7,0,0.7,67,18,3.8,2.9,0.0,Social Media,7,6.7,10.0,21,Female,Undergraduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,High
650,Daniel Jones,19,Male,Bateschester,12th,8.5,6.7,69,1,1.7,5,2,6,1,1.0,47,10,1.7,1.7,0.9,Education,7,10.4,10.0,24,Male,Graduate,Italy,4.7,Facebook,No,7.2,7,In Relationship,2,Medium
651,Margaret Garcia,17,Other,Edwardborough,10th,3.3,8.0,69,4,1.2,9,9,1,1,0.6,112,6,0.8,2.1,0.9,Other,8,4.2,5.6,19,Female,Undergraduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,High
652,William Vaughn,14,Other,East Kevinland,7th,3.9,5.8,95,6,1.7,1,6,8,1,0.4,83,19,2.0,1.2,0.0,Browsing,1,4.6,9.7,22,Male,Graduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,High
653,Maria Jackson,19,Other,South Jay,12th,5.6,5.2,73,2,3.0,2,1,1,1,0.5,98,11,2.2,0.8,0.3,Other,1,7.8,10.0,20,Female,Undergraduate,Japan,4.3,Twitter,No,7.5,8,Single,2,Medium
654,Samuel Williams,14,Male,New Michaelhaven,12th,0.0,7.0,89,7,1.7,1,4,10,0,1.5,60,7,2.7,0.3,0.9,Education,8,4.4,2.1,23,Male,Graduate,Poland,6.2,TikTok,Yes,6.3,5,Single,4,High
655,Laura Clements,13,Other,Port Andrew,12th,4.4,5.4,69,9,0.9,2,8,1,1,1.2,142,18,3.4,1.6,1.1,Browsing,9,6.6,10.0,21,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,Medium
656,Daniel Schmitt,16,Male,Port Craigview,10th,5.9,5.0,54,3,0.5,7,10,5,0,1.0,53,10,2.8,0.8,0.0,Education,9,6.1,10.0,24,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,High
657,Sandra Edwards,14,Female,South Daniel,10th,3.5,8.0,63,9,1.3,6,7,8,1,0.7,35,13,2.4,0.0,0.5,Browsing,3,4.7,5.2,19,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,Medium
658,Shawn Underwood,13,Female,Lake Virginia,11th,4.8,9.5,64,2,1.4,3,1,7,1,0.7,40,17,3.1,3.1,1.5,Education,5,6.6,10.0,22,Male,Graduate,Ireland,5.8,Instagram,Yes,6.6,6,Single,3,High
659,Meredith Norris,14,Male,North Margaret,11th,3.1,5.6,52,5,0.2,10,2,10,1,1.2,31,6,3.7,3.5,2.2,Education,9,4.2,9.3,20,Female,Undergraduate,India,7.1,TikTok,Yes,5.8,4,Single,5,High
660,Julia Harris,19,Other,North Anthony,10th,3.0,6.1,77,8,0.4,9,5,7,1,0.6,141,13,1.9,2.6,0.6,Gaming,10,3.1,9.9,23,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,Medium
661,Samantha Russell,16,Other,New Tarashire,8th,3.8,5.2,87,9,2.6,2,8,4,1,0.7,60,13,1.0,1.1,1.1,Education,6,8.7,7.1,21,Female,Undergraduate,Turkey,6.7,Instagram,Yes,6.0,5,Single,4,High
662,Katherine Montgomery,17,Male,Masonburgh,8th,4.9,7.7,87,7,0.0,5,5,6,1,1.4,86,11,1.3,2.8,1.0,Browsing,7,7.4,9.1,24,Male,Graduate,USA,5.4,Twitter,Yes,6.8,6,In Relationship,3,High
663,Edward Gilbert,17,Male,Diazberg,10th,8.4,9.3,84,7,1.0,8,3,2,1,1.6,28,7,2.0,1.2,1.0,Social Media,8,5.0,8.9,19,Female,Undergraduate,Mexico,6.4,TikTok,Yes,6.2,5,Single,4,High
664,Francisco Sanchez,14,Other,South Jenna,10th,2.4,3.4,53,2,1.2,2,4,8,1,1.4,126,5,2.5,2.0,0.1,Browsing,1,6.0,8.7,22,Male,Graduate,France,4.7,Facebook,No,7.2,7,In Relationship,2,Medium
665,Kelly Stanley,13,Female,Lake Joseph,7th,4.6,8.7,98,7,1.2,4,6,1,0,1.4,122,10,3.8,1.9,0.2,Browsing,5,9.5,10.0,20,Female,Undergraduate,Canada,5.6,Instagram,Yes,6.7,6,Single,3,High
666,Lawrence Fuller,17,Male,East Willie,7th,5.3,8.4,67,10,0.7,9,4,8,1,0.5,70,18,3.4,0.9,0.7,Education,10,4.9,10.0,23,Male,Graduate,UK,6.3,Twitter,Yes,6.2,5,Single,4,High
667,Veronica Evans,15,Male,East Amberberg,9th,5.6,5.3,73,5,0.6,5,4,9,1,2.0,100,9,2.7,0.0,1.1,Social Media,1,7.8,9.5,21,Female,Undergraduate,Italy,4.8,TikTok,No,7.1,7,In Relationship,2,Medium
668,Joshua Young,13,Male,Bettyberg,8th,5.7,5.6,67,9,0.5,10,8,2,1,0.8,126,9,2.7,0.6,0.3,Education,1,8.5,10.0,24,Male,Graduate,Russia,6.9,Instagram,Yes,5.9,4,Single,5,High
669,Christopher Garcia,16,Male,South Peter,10th,2.5,10.0,60,5,1.4,7,10,9,0,0.6,133,17,2.9,1.5,0.1,Gaming,6,6.1,8.0,19,Female,Undergraduate,China,5.7,WeChat,Yes,6.7,6,In Relationship,3,High
670,Charles Wolfe,19,Other,Malonetown,12th,3.2,8.5,58,3,1.9,1,3,3,1,0.7,71,11,2.5,0.0,1.5,Browsing,6,5.3,5.1,22,Male,Graduate,Japan,4.4,Twitter,No,7.4,8,Single,2,Medium
671,Daniel Hines,17,Female,North James,12th,6.6,5.5,68,2,2.0,4,2,9,1,1.4,138,19,3.6,0.5,2.1,Browsing,3,6.7,10.0,20,Female,Undergraduate,Poland,6.1,Facebook,Yes,6.4,5,Single,4,High
672,Joshua Howard,13,Other,Stephaniehaven,12th,2.8,6.0,79,8,0.7,1,8,4,1,0.6,78,5,2.2,1.3,0.4,Gaming,4,6.7,5.9,23,Male,Graduate,Finland,4.3,Instagram,No,7.5,7,In Relationship,2,Medium
673,Hector Mendez,15,Other,Camachoberg,7th,4.6,5.1,51,2,1.0,8,7,6,1,1.3,89,17,2.8,0.8,2.1,Gaming,7,6.8,10.0,21,Female,Undergraduate,Spain,6.4,TikTok,Yes,6.2,5,Single,4,High
674,Zachary Perkins,18,Male,Marqueztown,9th,6.4,7.3,84,3,0.2,10,6,1,1,0.0,52,12,1.0,2.4,0.0,Gaming,6,9.2,9.6,24,Male,Graduate,Denmark,4.5,Twitter,No,7.3,7,In Relationship,2,Medium
675,John Weber,13,Female,West Cliffordside,10th,3.7,5.7,90,6,0.8,3,6,7,0,0.6,117,20,3.2,1.3,1.6,Other,10,5.5,10.0,19,Female,Undergraduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,High
676,Jacqueline Fisher,14,Other,Lake James,11th,6.0,7.5,63,0,0.8,8,10,6,1,0.7,66,16,2.4,1.5,0.7,Other,5,3.8,10.0,22,Male,Graduate,India,7.2,Facebook,Yes,5.7,4,Single,5,High
677,Kristin Palmer,19,Male,Perrymouth,8th,6.5,6.9,88,7,1.2,7,5,2,1,1.2,93,19,2.3,2.3,1.7,Gaming,3,6.1,10.0,20,Female,Undergraduate,Switzerland,4.6,TikTok,No,7.2,7,In Relationship,2,Medium
678,Joel Roy,17,Male,Dawsonville,12th,4.7,5.5,68,5,0.3,8,1,6,0,1.5,77,8,1.9,1.3,0.0,Social Media,1,5.5,8.3,23,Male,Graduate,Turkey,6.8,Instagram,Yes,6.0,5,Single,4,High
679,Nathan Davis,17,Other,Georgemouth,8th,4.4,7.8,55,9,1.5,5,3,9,1,1.1,131,15,0.3,1.5,1.4,Social Media,5,7.5,7.9,21,Female,Undergraduate,USA,5.3,Twitter,Yes,6.8,6,In Relationship,3,High
680,Marc Young,15,Male,Port Brandy,12th,3.8,4.3,89,2,0.0,5,6,1,1,0.9,56,19,2.7,1.9,1.9,Other,1,5.0,10.0,24,Male,Graduate,Mexico,6.2,Facebook,Yes,6.3,5,Single,4,High
681,Daniel Reyes,17,Other,North Kelly,12th,9.3,6.9,88,2,0.7,6,2,3,0,1.2,106,9,2.0,0.3,0.9,Gaming,8,8.6,10.0,19,Female,Undergraduate,France,4.7,Instagram,No,7.2,7,In Relationship,2,Medium
682,Ryan Gonzalez,14,Female,North Johnmouth,8th,3.8,6.2,95,4,0.8,7,1,2,0,1.5,32,9,3.1,1.6,1.4,Gaming,5,2.1,7.8,22,Male,Graduate,Canada,5.8,TikTok,Yes,6.6,6,Single,3,High
683,Caroline Bowers,14,Male,South Kayla,11th,4.8,6.4,77,5,0.2,7,3,2,0,1.0,62,18,2.9,1.1,0.1,Education,9,6.1,10.0,20,Female,Undergraduate,UK,6.1,Twitter,Yes,6.4,5,Single,4,High
684,Shane Walker,18,Male,Cooperland,10th,4.9,7.0,94,3,1.3,6,9,8,0,0.6,109,13,2.3,0.0,0.0,Gaming,6,5.4,8.5,23,Male,Graduate,Italy,4.8,Facebook,No,7.1,7,In Relationship,2,Medium
685,Emily Montgomery,13,Other,Virginiaside,11th,5.7,6.0,74,1,0.4,8,3,9,1,1.0,63,20,2.6,0.0,1.7,Browsing,8,3.3,10.0,21,Female,Undergraduate,Russia,6.7,Instagram,Yes,6.0,4,Single,5,High
686,Jody Quinn,16,Female,Jacobhaven,12th,5.4,4.9,88,8,1.3,1,7,9,0,1.7,131,8,2.9,1.7,0.2,Gaming,2,5.4,10.0,24,Male,Graduate,China,5.5,WeChat,Yes,6.8,6,In Relationship,3,High
687,William Johnson,14,Male,Ashleychester,11th,6.6,8.0,81,8,1.4,6,4,1,0,0.7,87,17,3.8,2.6,1.0,Browsing,4,7.1,10.0,19,Female,Undergraduate,Japan,4.2,Twitter,No,7.5,8,Single,2,Medium
688,Samuel Fischer,17,Other,East Megan,11th,6.5,6.0,64,10,0.0,4,5,1,1,1.1,50,6,3.0,1.6,0.2,Education,2,6.2,10.0,22,Male,Graduate,Poland,6.3,TikTok,Yes,6.2,5,Single,4,High
689,Dana Rodriguez,19,Female,North James,8th,7.0,5.3,59,5,0.4,10,8,9,0,0.8,134,11,2.4,1.5,0.4,Other,10,3.5,10.0,20,Female,Undergraduate,Finland,4.4,Instagram,No,7.4,7,In Relationship,2,Medium
690,Caitlyn Baker,17,Female,Lake Melissatown,9th,4.1,6.8,62,10,1.5,3,8,10,1,1.0,127,15,4.2,1.5,0.3,Education,10,5.3,10.0,23,Male,Graduate,Spain,6.5,Facebook,Yes,6.1,5,Single,4,High
691,Krystal Gomez,19,Female,West Matthew,9th,3.2,4.3,82,6,0.6,10,3,4,1,1.0,23,11,2.6,2.5,0.9,Education,9,6.9,8.8,21,Female,Undergraduate,Denmark,4.6,Twitter,No,7.3,7,In Relationship,2,Medium
692,Jennifer White,17,Other,West Davidchester,10th,5.0,7.2,80,8,0.2,4,4,1,1,1.7,122,16,2.0,2.2,1.2,Social Media,7,7.4,10.0,24,Male,Graduate,Ireland,5.9,Instagram,Yes,6.5,6,Single,3,High
693,Jessica Harris,18,Other,Lake Michaelport,9th,4.3,4.0,95,6,1.3,8,6,8,1,0.5,24,13,3.5,2.0,0.0,Gaming,8,6.9,10.0,19,Female,Undergraduate,India,7.0,TikTok,Yes,5.8,4,Single,5,High
694,Nicholas Villa,17,Other,Haleyhaven,10th,5.4,7.8,77,7,0.0,5,4,7,1,1.4,120,12,4.3,0.0,0.4,Gaming,10,3.1,10.0,22,Male,Graduate,Switzerland,4.5,Facebook,No,7.3,7,In Relationship,2,Medium
695,Kurt Brown,13,Male,Russellton,9th,3.7,4.2,85,7,1.7,7,2,10,0,2.0,132,6,1.4,1.1,0.1,Browsing,9,2.0,7.9,20,Female,Undergraduate,Turkey,6.6,Instagram,Yes,6.1,5,Single,4,High
696,Steven Peterson,16,Other,Lake Amandahaven,9th,5.2,6.1,93,6,0.6,8,8,5,1,0.9,93,11,4.2,2.4,0.3,Social Media,4,9.3,10.0,23,Male,Graduate,USA,5.5,Twitter,Yes,6.7,6,In Relationship,3,High
697,Erika Jones,13,Male,New Jessemouth,8th,2.5,7.6,90,7,0.1,5,2,10,1,1.0,61,7,2.6,1.9,2.4,Browsing,3,2.1,5.8,21,Female,Undergraduate,Mexico,6.3,TikTok,Yes,6.2,5,Single,4,High
698,Anthony Allen,18,Female,South Stephanieton,12th,4.0,5.7,55,0,1.4,4,5,2,1,1.3,48,18,2.7,3.0,0.7,Other,8,8.3,10.0,24,Male,Graduate,France,4.8,Facebook,No,7.1,7,In Relationship,2,Medium
699,Brittany Klein,18,Male,Lake Julianborough,8th,7.6,7.0,61,7,2.7,10,3,7,0,1.6,121,5,3.1,1.7,1.9,Social Media,10,11.6,10.0,19,Female,Undergraduate,Canada,5.7,Instagram,Yes,6.6,6,Single,3,High
700,Daniel Burgess,17,Female,Port Brittanyville,12th,4.9,4.7,79,8,1.0,3,4,2,1,1.3,122,12,2.3,1.2,0.6,Gaming,10,5.0,10.0,22,Male,Graduate,UK,6.2,Twitter,Yes,6.3,5,Single,4,High
701,Paul Rodriguez,14,Male,Lake Holly,11th,2.8,4.4,60,8,0.0,2,4,7,1,1.2,95,9,2.8,0.4,0.5,Gaming,10,8.1,7.5,20,Female,Undergraduate,Italy,4.7,TikTok,No,7.2,7,In Relationship,2,Medium
702,Philip Patel,13,Female,North Christopher,11th,0.0,4.5,63,5,0.4,5,10,9,1,0.8,141,18,3.3,0.0,1.0,Social Media,1,6.1,7.5,23,Male,Graduate,Russia,6.8,Instagram,Yes,5.9,4,Single,5,High
703,Ronald Simmons,16,Female,Port Theodore,9th,2.9,6.7,64,8,0.0,5,7,9,0,1.5,115,14,3.4,1.2,0.4,Other,3,5.1,9.2,21,Female,Undergraduate,China,5.6,WeChat,Yes,6.7,6,In Relationship,3,High
704,Gabriella Winters DDS,17,Other,West Phillipfort,11th,4.1,7.1,80,3,0.0,10,8,6,1,0.7,121,17,1.0,0.4,1.1,Browsing,6,6.2,7.8,24,Male,Graduate,Japan,4.3,Twitter,No,7.5,8,Single,2,Medium
705,Dawn Solis,16,Male,West Beverlyton,10th,8.3,5.7,98,8,0.9,3,9,10,0,1.4,83,7,4.5,0.0,0.8,Other,3,6.1,10.0,19,Female,Undergraduate,Poland,6.2,Facebook,Yes,6.3,5,Single,4,High
